"Finance.Code","Sq..Ft.","Sales.Price","DOM","Street.#","Street.Name","Closed.Date","sale_type","address"
"Other Sale",1840,122500,10,"242","RIVERSIDE",45051,"single family","242 RIVERSIDE"
"Other Sale",1136,123000,66,"15803","CHEYENNE",45051,"single family","15803 CHEYENNE"
"CONV Sale",1400,125000,176,"6849","FORRER",45051,"single family","6849 FORRER"
"FHA Sale",1076,130000,7,"18016","ARCHDALE",45051,"single family","18016 ARCHDALE"
"CONV Sale",2881,135000,15,"18003","NORTHLAWN",45051,"single family","18003 NORTHLAWN"
"CONV Sale",1583,138000,1,"18901","STOEPEL",45051,"single family","18901 STOEPEL"
"FHA Sale",1638,138000,165,"11652","LAKEPOINTE",45051,"single family","11652 LAKEPOINTE"
"FHA Sale",1366,147000,4,"16250","Mendota",45051,"single family","16250 Mendota"
"CONV Sale",1616,150000,43,"16156","ILENE",45051,"single family","16156 ILENE"
"CONV Sale",2193,195000,79,"8124","MENDOTA",45051,"single family","8124 MENDOTA"
"Contract",2894,2e+05,28,"2481","OAKMAN",45051,"single family","2481 OAKMAN"
"FHA Sale",2319,248900,206,"4800","BEDFORD",45051,"single family","4800 BEDFORD"
"CONV Sale",2255,3e+05,2,"15875","ROSEMONT",45051,"single family","15875 ROSEMONT"
"Cash Sale",594,21000,22,"19690","BINDER",45052,"single family","19690 BINDER"
"Cash Sale",1016,12500,125,"2660","HOOKER",45054,"single family","2660 HOOKER"
"Cash Sale",748,15000,6,"12816","CONWAY",45054,"single family","12816 CONWAY"
"Cash Sale",844,18000,22,"3839","DORIS",45054,"single family","3839 DORIS"
"Cash Sale",670,28000,59,"19434","ASHTON",45054,"single family","19434 ASHTON"
"Cash Sale",1625,32000,6,"3022","LAWRENCE",45054,"single family","3022 LAWRENCE"
"Cash Sale",832,35000,24,"11976","LAKEPOINTE",45054,"single family","11976 LAKEPOINTE"
"Cash Sale",1370,42000,58,"12030","NASHVILLE",45054,"single family","12030 NASHVILLE"
"Other Sale",672,46000,77,"7410","GREENVIEW",45054,"single family","7410 GREENVIEW"
"Cash Sale",1068,47500,28,"6367","EVERGREEN",45054,"single family","6367 EVERGREEN"
"Cash Sale",954,50000,143,"1950","CASGRAIN",45054,"single family","1950 CASGRAIN"
"Contract",798,53000,39,"3321","BASSETT",45054,"single family","3321 BASSETT"
"Cash Sale",1021,56000,50,"11348","LAKEPOINTE",45054,"single family","11348 LAKEPOINTE"
"Cash Sale",1073,63000,81,"7620","VAUGHAN",45054,"single family","7620 VAUGHAN"
"CONV Sale",1068,65500,16,"11114","LAKEPOINTE",45054,"single family","11114 LAKEPOINTE"
"Cash Sale",1140,71000,19,"16805","WOODINGHAM",45054,"single family","16805 WOODINGHAM"
"Cash Sale",1000,74900,218,"17465","FENTON",45054,"single family","17465 FENTON"
"FHA Sale",1196,75000,112,"11518","WHITEHILL",45054,"single family","11518 WHITEHILL"
"Cash Sale",1124,76000,10,"7394","VAUGHAN",45054,"single family","7394 VAUGHAN"
"CONV Sale",2115,130000,65,"15771","CRUSE",45054,"single family","15771 CRUSE"
"FHA Sale",2054,177400,6,"19721","CHEYENNE",45054,"single family","19721 CHEYENNE"
"CONV Sale",2200,4e+05,254,"4400","AVERY",45054,"single family","4400 AVERY"
"CONV Sale",3181,5e+05,35,"18284","WARRINGTON",45054,"single family","18284 WARRINGTON"
"Cash Sale",1613,6615,34,"5537","DREXEL",45055,"single family","5537 DREXEL"
"Cash Sale",1364,18000,65,"2573","LESLIE",45055,"single family","2573 LESLIE"
"Cash Sale",930,45613,0,"19994","STOEPEL",45055,"single family","19994 STOEPEL"
"Cash Sale",780,55000,11,"20255","Harned St.",45055,"single family","20255 Harned St."
"Cash Sale",941,57500,31,"11717","PREST",45055,"single family","11717 PREST"
"Cash Sale",1162,62000,24,"9270","MENDOTA",45055,"single family","9270 MENDOTA"
"Cash Sale",1184,63000,25,"15370","WHITCOMB",45055,"single family","15370 WHITCOMB"
"Cash Sale",1310,67500,8,"8111","MARYGROVE",45055,"single family","8111 MARYGROVE"
"Cash Sale",990,70000,24,"12709","RIVERDALE",45055,"single family","12709 RIVERDALE"
"Cash Sale",1201,82000,18,"11080","LAKEPOINTE",45055,"single family","11080 LAKEPOINTE"
"CONV Sale",950,90000,63,"8104","TERRY",45055,"single family","8104 TERRY"
"CONV Sale",1050,120000,28,"18230","WOODBINE",45055,"single family","18230 WOODBINE"
"FHA Sale",1392,160000,34,"4621","BEDFORD",45055,"single family","4621 BEDFORD"
"VA Sale",1642,165000,16,"18007","Faust",45055,"single family","18007 Faust"
"CONV Sale",1684,184000,21,"18600","GRIGGS",45055,"single family","18600 GRIGGS"
"FHA Sale",1639,202000,146,"18960","GREENLAWN",45055,"single family","18960 GREENLAWN"
"FHA Sale",2504,239000,38,"17185","SAN JUAN",45055,"single family","17185 SAN JUAN"
"CONV Sale",3330,525000,5,"19575","STRATFORD",45055,"single family","19575 STRATFORD"
"Cash Sale",1156,15000,22,"18859","ORLEANS",45056,"single family","18859 ORLEANS"
"Cash Sale",851,19000,69,"18500","BLOOM",45056,"single family","18500 BLOOM"
"Cash Sale",834,23000,15,"7087","CHATFIELD",45056,"single family","7087 CHATFIELD"
"Cash Sale",718,24000,38,"16595","BRAMELL",45056,"single family","16595 BRAMELL"
"Cash Sale",1150,35000,10,"12016","COLLEGE",45056,"single family","12016 COLLEGE"
"Cash Sale",989,51000,12,"12914","RUTHERFORD",45056,"single family","12914 RUTHERFORD"
"Cash Sale",1240,59000,143,"19201","BENTLER",45056,"single family","19201 BENTLER"
"Cash Sale",1348,65000,63,"16251","SUSSEX",45056,"single family","16251 SUSSEX"
"Cash Sale",1747,81500,7,"649","GLADSTONE",45056,"single family","649 GLADSTONE"
"FHA Sale",908,83000,189,"22430","RAY",45056,"single family","22430 RAY"
"CONV Sale",1162,87500,10,"5234","BERKSHIRE",45056,"single family","5234 BERKSHIRE"
"Other Sale",1482,96000,18,"11439","MINDEN",45056,"single family","11439 MINDEN"
"FHA Sale",1137,113000,4,"10222","BEACONSFIELD",45056,"single family","10222 BEACONSFIELD"
"FHA Sale",1390,120000,166,"16540","EVERGREEN",45056,"single family","16540 EVERGREEN"
"CONV Sale",1595,130000,77,"15477","STOUT",45056,"single family","15477 STOUT"
"Contract",2202,198000,186,"5797","YORKSHIRE",45056,"single family","5797 YORKSHIRE"
"Cash Sale",1312,24000,35,"14819","MADDELEIN",45057,"single family","14819 MADDELEIN"
"Cash Sale",795,25000,27,"6754","MINOCK",45057,"single family","6754 MINOCK"
"Other Sale",1910,55000,42,"17174","APPOLINE",45057,"single family","17174 APPOLINE"
"FHA Sale",1050,62000,3,"17160","CINCINNATI",45057,"single family","17160 CINCINNATI"
"Cash Sale",1058,66000,7,"11537","NASHVILLE",45057,"single family","11537 NASHVILLE"
"Cash Sale",1512,71000,14,"16601","HEYDEN",45057,"single family","16601 HEYDEN"
"CONV Sale",1012,80000,19,"19795","PATTON",45057,"single family","19795 PATTON"
"CONV Sale",1422,95500,34,"16176","Fairfield",45057,"single family","16176 Fairfield"
"Cash Sale",1282,105000,1,"5918","HAVERHILL",45057,"single family","5918 HAVERHILL"
"FHA Sale",1150,120000,38,"10740","ROXBURY",45057,"single family","10740 ROXBURY"
"CONV Sale",1520,125000,0,"19203","WASHBURN",45057,"single family","19203 WASHBURN"
"FHA Sale",1076,125000,26,"20015","STRATHMOOR",45057,"single family","20015 STRATHMOOR"
"CONV Sale",1395,130000,38,"18511","MARGARETA",45057,"single family","18511 MARGARETA"
"FHA Sale",1700,210000,7,"16238","INDIANA",45057,"single family","16238 INDIANA"
"Other Sale",3057,260000,264,"19510","STRATFORD",45057,"single family","19510 STRATFORD"
"CONV Sale",1618,285900,7,"20224","LICHFIELD",45057,"single family","20224 LICHFIELD"
"Cash Sale",936,6500,681,"4089","TUXEDO",45058,"single family","4089 TUXEDO"
"Cash Sale",1344,7500,45,"1926","EDSEL",45058,"single family","1926 EDSEL"
"Cash Sale",787,10000,41,"15680","FORDHAM",45058,"single family","15680 FORDHAM"
"Cash Sale",1300,18000,1,"3044","PINGREE",45058,"single family","3044 PINGREE"
"Cash Sale",900,22500,0,"18630","DRESDEN",45058,"single family","18630 DRESDEN"
"Cash Sale",1058,28000,52,"10370","BRITAIN",45058,"single family","10370 BRITAIN"
"Cash Sale",1901,32500,84,"12132","CLOVERLAWN",45058,"single family","12132 CLOVERLAWN"
"Cash Sale",1482,35000,196,"5961","LENOX",45058,"single family","5961 LENOX"
"Cash Sale",1296,40000,26,"19351","EUREKA",45058,"single family","19351 EUREKA"
"Contract",1368,40000,45,"13510","SORRENTO",45058,"single family","13510 SORRENTO"
"Cash Sale",2124,40000,67,"12564","ROSEMARY",45058,"single family","12564 ROSEMARY"
"Cash Sale",911,41000,3,"16400","PEMBROKE",45058,"single family","16400 PEMBROKE"
"Cash Sale",953,41000,0,"19760","STOUT",45058,"single family","19760 STOUT"
"Cash Sale",1032,41000,3,"19235","HOUGHTON",45058,"single family","19235 HOUGHTON"
"Cash Sale",913,41000,0,"9969","MINOCK",45058,"single family","9969 MINOCK"
"Cash Sale",1070,41000,3,"16115","BLACKSTONE",45058,"single family","16115 BLACKSTONE"
"Cash Sale",1034,41000,3,"18134","HEYDEN",45058,"single family","18134 HEYDEN"
"Cash Sale",896,41000,0,"20201","TIREMAN",45058,"single family","20201 TIREMAN"
"Cash Sale",1025,41000,0,"14176","MINOCK",45058,"single family","14176 MINOCK"
"FHA Sale",1048,45000,54,"19634","BUFFALO",45058,"single family","19634 BUFFALO"
"Cash Sale",1540,45000,108,"9606","WARD",45058,"single family","9606 WARD"
"Cash Sale",1942,50000,46,"3504","TOWNSEND",45058,"single family","3504 TOWNSEND"
"Cash Sale",1475,50000,61,"3499","TOWNSEND",45058,"single family","3499 TOWNSEND"
"Contract",1248,51000,32,"13918","INDIANA",45058,"single family","13918 INDIANA"
"Cash Sale",975,59000,3,"9044","Braile",45058,"single family","9044 Braile"
"Cash Sale",1250,60000,11,"16518","MENDOTA",45058,"single family","16518 MENDOTA"
"Cash Sale",1246,64000,141,"3172","ETHEL",45058,"single family","3172 ETHEL"
"Cash Sale",1591,65000,21,"16889","BIRWOOD",45058,"single family","16889 BIRWOOD"
"CONV Sale",1579,70000,59,"2694","VIRGINIA PARK",45058,"single family","2694 VIRGINIA PARK"
"CONV Sale",975,80000,7,"20421","HARNED",45058,"single family","20421 HARNED"
"FHA Sale",954,95000,25,"19373","Burt",45058,"single family","19373 Burt"
"FHA Sale",1215,113000,22,"14154","Rossini",45058,"single family","14154 Rossini"
"FHA Sale",969,125000,4,"19203","ILENE",45058,"single family","19203 ILENE"
"FHA Sale",1044,135000,1,"18562","Annchester",45058,"single family","18562 Annchester"
"CONV Sale",1726,225000,63,"315","MELBOURNE",45058,"single family","315 MELBOURNE"
"Cash Sale",882,11500,18,"5803","MARLBOROUGH",45061,"single family","5803 MARLBOROUGH"
"Cash Sale",1442,25500,17,"15032","PREST",45061,"single family","15032 PREST"
"Cash Sale",1698,29000,26,"13573","MONICA",45061,"single family","13573 MONICA"
"Cash Sale",901,31500,681,"18900","ASHTON",45061,"single family","18900 ASHTON"
"Cash Sale",1045,33000,14,"19572","STRASBURG",45061,"single family","19572 STRASBURG"
"Cash Sale",802,35000,40,"20496","SORRENTO",45061,"single family","20496 SORRENTO"
"CONV Sale",1101,50000,79,"8609","STRATHMOOR",45061,"single family","8609 STRATHMOOR"
"Cash Sale",1575,51000,17,"16150","ILENE",45061,"single family","16150 ILENE"
"CONV Sale",1110,52800,110,"18517","RIVERVIEW",45061,"single family","18517 RIVERVIEW"
"Cash Sale",736,55000,7,"20510","ARCHDALE",45061,"single family","20510 ARCHDALE"
"Cash Sale",586,64000,110,"4972","LAFONTAINE",45061,"single family","4972 LAFONTAINE"
"Cash Sale",1660,67000,31,"15349","PREST",45061,"single family","15349 PREST"
"CONV Sale",1152,68000,131,"14324","COYLE",45061,"single family","14324 COYLE"
"FHA Sale",1458,1e+05,9,"13560","WOODMONT",45061,"single family","13560 WOODMONT"
"CONV Sale",1165,123500,0,"20054","KENTUCKY",45061,"single family","20054 KENTUCKY"
"FHA Sale",1200,128500,21,"6499","BRACE",45061,"single family","6499 BRACE"
"CONV Sale",1425,130000,5,"22830","ANN ARBOR",45061,"single family","22830 ANN ARBOR"
"CONV Sale",1640,145000,6,"17695","COOLEY",45061,"single family","17695 COOLEY"
"Other Sale",1927,148000,40,"17553","GREENLAWN",45061,"single family","17553 GREENLAWN"
"VA Sale",1680,153000,2,"5714","Canyon",45061,"single family","5714 Canyon"
"FHA Sale",1280,165000,25,"14812","WESTWOOD",45061,"single family","14812 WESTWOOD"
"CONV Sale",2278,250000,4,"18212","NORTHLAWN",45061,"single family","18212 NORTHLAWN"
"Cash Sale",879,21000,5,"19926","Mendota",45062,"single family","19926 Mendota"
"Cash Sale",847,42000,15,"16251","TACOMA",45062,"single family","16251 TACOMA"
"Cash Sale",1162,53500,5,"16234","MARK TWAIN",45062,"single family","16234 MARK TWAIN"
"Other Sale",960,59900,14,"9535","WOODMONT",45062,"single family","9535 WOODMONT"
"CONV Sale",1489,87000,8,"11210","MCKINNEY",45062,"single family","11210 MCKINNEY"
"Cash Sale",1086,96000,10,"9564","BEAVERLAND",45062,"single family","9564 BEAVERLAND"
"Cash Sale",1689,105000,0,"4455","Yorkshire",45062,"single family","4455 Yorkshire"
"FHA Sale",1100,121000,3,"14125","BRAMELL",45062,"single family","14125 BRAMELL"
"CONV Sale",1152,128000,11,"17607","AVON",45062,"single family","17607 AVON"
"CONV Sale",1430,130000,7,"14810","GRIGGS",45062,"single family","14810 GRIGGS"
"CONV Sale",1430,155000,19,"7263","AMERICAN",45062,"single family","7263 AMERICAN"
"FHA Sale",2010,182000,8,"18212","KENTUCKY",45062,"single family","18212 KENTUCKY"
"FHA Sale",1424,201000,134,"20554","PICADILLY",45062,"single family","20554 PICADILLY"
"CONV Sale",1875,265000,7,"18058","STEEL",45062,"single family","18058 STEEL"
"Cash Sale",1179,34000,29,"1341","ALTER",45063,"single family","1341 ALTER"
"Cash Sale",847,40000,9,"8956","MANSFIELD",45063,"single family","8956 MANSFIELD"
"Cash Sale",805,45000,64,"11761","ROSSITER",45063,"single family","11761 ROSSITER"
"Cash Sale",1033,50000,8,"16545","WESTBROOK",45063,"single family","16545 WESTBROOK"
"Cash Sale",892,52000,61,"20420","Goddard",45063,"single family","20420 Goddard"
"Cash Sale",881,55000,5,"12621","RIVERVIEW",45063,"single family","12621 RIVERVIEW"
"Cash Sale",1391,68500,144,"15837","ASBURY",45063,"single family","15837 ASBURY"
"Cash Sale",1050,70000,6,"12684","VIRGIL",45063,"single family","12684 VIRGIL"
"FHA Sale",1088,74900,33,"22235","DEHNER",45063,"single family","22235 DEHNER"
"Cash Sale",1064,80000,34,"20200","BURGESS",45063,"single family","20200 BURGESS"
"Cash Sale",1474,80000,111,"1036","MILITARY",45063,"single family","1036 MILITARY"
"CONV Sale",1220,85000,74,"14017","AUBURN",45063,"single family","14017 AUBURN"
"FHA Sale",960,92800,55,"16911","SALEM",45063,"single family","16911 SALEM"
"CONV Sale",1641,95000,80,"4136","BUCKINGHAM",45063,"single family","4136 BUCKINGHAM"
"FHA Sale",1270,105000,140,"14833","Marlowe St.",45063,"single family","14833 Marlowe St."
"CONV Sale",1300,115000,89,"5959","NEWPORT",45063,"single family","5959 NEWPORT"
"CONV Sale",705,116500,8,"20137","MONICA",45063,"single family","20137 MONICA"
"CONV Sale",1327,125000,1,"17360","FORRER",45063,"single family","17360 FORRER"
"FHA Sale",1504,145000,0,"17567","HUNTINGTON",45063,"single family","17567 HUNTINGTON"
"VA Sale",1884,150000,56,"15388","GRIGGS",45063,"single family","15388 GRIGGS"
"FHA Sale",1150,176000,11,"9573","BRAMELL",45063,"single family","9573 BRAMELL"
"CONV Sale",1461,176000,26,"17408","WARRINGTON",45063,"single family","17408 WARRINGTON"
"Cash Sale",2662,367500,34,"400","PARKVIEW DRIVE",45063,"single family","400 PARKVIEW DRIVE"
"Cash Sale",864,55000,13,"18251","MEYERS",45064,"single family","18251 MEYERS"
"CONV Sale",1200,55000,54,"7773","STOUT",45064,"single family","7773 STOUT"
"Cash Sale",991,58000,0,"18435","FREELAND",45064,"single family","18435 FREELAND"
"CONV Sale",978,66900,3,"2700","ETHEL",45064,"single family","2700 ETHEL"
"Cash Sale",936,69500,12,"7710","DACOSTA",45064,"single family","7710 DACOSTA"
"CONV Sale",1020,81400,14,"19940","BILTMORE",45064,"single family","19940 BILTMORE"
"Cash Sale",1323,85000,6,"18671","ALCOY",45064,"single family","18671 ALCOY"
"Cash Sale",1344,90000,2,"7443","GRANDMONT",45064,"single family","7443 GRANDMONT"
"CONV Sale",1036,105000,2,"18475","HUNTINGTON",45064,"single family","18475 HUNTINGTON"
"FHA Sale",1410,130000,43,"16516","LITTLEFIELD",45064,"single family","16516 LITTLEFIELD"
"CONV Sale",1010,145000,13,"19220","BEAVERLAND",45064,"single family","19220 BEAVERLAND"
"Cash Sale",1520,155000,6,"1487","HUBBARD",45064,"single family","1487 HUBBARD"
"CONV Sale",1014,180000,89,"11911","BUFFALO",45064,"single family","11911 BUFFALO"
"Cash Sale",2146,195000,92,"1450","SEYBURN",45064,"single family","1450 SEYBURN"
"Cash Sale",735,14000,12,"21515","Karl",45065,"single family","21515 Karl"
"Cash Sale",895,16000,9,"19979","Lumpkin",45065,"single family","19979 Lumpkin"
"Cash Sale",808,24000,128,"8201","Auburn",45065,"single family","8201 Auburn"
"Cash Sale",700,33000,18,"20206","PRAIRIE",45065,"single family","20206 PRAIRIE"
"Cash Sale",911,33000,94,"7619","STOUT",45065,"single family","7619 STOUT"
"Cash Sale",1386,35000,0,"14849","LESURE",45065,"single family","14849 LESURE"
"Cash Sale",1142,36000,96,"18247","GRAYFIELD",45065,"single family","18247 GRAYFIELD"
"Cash Sale",1500,37000,196,"15863","LA SALLE",45065,"single family","15863 LA SALLE"
"Cash Sale",968,38000,96,"18919","RIVERVIEW",45065,"single family","18919 RIVERVIEW"
"Cash Sale",759,39000,5,"7636","ROCKDALE",45065,"single family","7636 ROCKDALE"
"Cash Sale",864,40000,0,"11284","Lakepointe",45065,"single family","11284 Lakepointe"
"Cash Sale",993,42000,29,"9220","MANSFIELD",45065,"single family","9220 MANSFIELD"
"Cash Sale",809,53000,3,"8110","OHIO",45065,"single family","8110 OHIO"
"Cash Sale",1058,55000,16,"16839","FORRER",45065,"single family","16839 FORRER"
"Cash Sale",1108,60000,83,"18700","GRIGGS",45065,"single family","18700 GRIGGS"
"CONV Sale",1094,76000,3,"11432","STOCKWELL",45065,"single family","11432 STOCKWELL"
"CONV Sale",819,85000,97,"8681","FARMBROOK",45065,"single family","8681 FARMBROOK"
"CONV Sale",1161,112000,8,"12643","Riad",45065,"single family","12643 Riad"
"FHA Sale",1052,120000,80,"20401","Stansbury",45065,"single family","20401 Stansbury"
"Cash Sale",1335,130000,32,"19320","OHIO",45065,"single family","19320 OHIO"
"CONV Sale",1000,140000,7,"16234","Monica",45065,"single family","16234 Monica"
"CONV Sale",936,149900,15,"19965","EVERGREEN",45065,"single family","19965 EVERGREEN"
"CONV Sale",1838,170000,7,"2506","EDISON",45065,"single family","2506 EDISON"
"VA Sale",1384,174200,14,"14931","PIEDMONT",45065,"single family","14931 PIEDMONT"
"Cash Sale",2986,185000,64,"240","CHANDLER",45065,"single family","240 CHANDLER"
"FHA Sale",1700,185000,53,"16570","WISCONSIN",45065,"single family","16570 WISCONSIN"
"FHA Sale",1803,199900,20,"3650","Outer",45065,"single family","3650 Outer"
"FHA Sale",1248,229000,5,"20181","Warrington",45065,"single family","20181 Warrington"
"CONV Sale",1419,239500,7,"18920","SANTA ROSA",45065,"single family","18920 SANTA ROSA"
"FHA Sale",2504,250000,26,"2220","OAKMAN",45065,"single family","2220 OAKMAN"
"CONV Sale",2400,275000,27,"4325","FULLERTON",45065,"single family","4325 FULLERTON"
"Contract",1026,110000,37,"6402","PENROD",45066,"single family","6402 PENROD"
"Cash Sale",1442,10000,164,"14481","Alma",45068,"single family","14481 Alma"
"Cash Sale",900,55000,213,"15864","Fielding",45068,"single family","15864 Fielding"
"Contract",960,65000,228,"3053","TILLMAN",45068,"single family","3053 TILLMAN"
"Cash Sale",1100,69000,213,"18962","Ferguson",45068,"single family","18962 Ferguson"
"Cash Sale",1200,69000,213,"18300","Ferguson",45068,"single family","18300 Ferguson"
"Contract",1300,69900,17,"2169","ALGONQUIN",45068,"single family","2169 ALGONQUIN"
"Cash Sale",1646,75000,13,"19143","MENDOTA",45068,"single family","19143 MENDOTA"
"CONV Sale",831,77000,4,"8862","TERRY",45068,"single family","8862 TERRY"
"CONV Sale",928,79900,17,"14360","CHAPEL",45068,"single family","14360 CHAPEL"
"Cash Sale",1638,90000,163,"19178","SAN JUAN",45068,"single family","19178 SAN JUAN"
"CONV Sale",1460,105000,11,"18947","CHERRYLAWN",45068,"single family","18947 CHERRYLAWN"
"FHA Sale",1293,163000,8,"4995","HILLCREST ST",45068,"single family","4995 HILLCREST ST"
"VA Sale",1732,172500,31,"5783","COURVILLE",45068,"single family","5783 COURVILLE"
"CONV Sale",1526,275000,171,"2213","Vermont",45068,"single family","2213 Vermont"
"Cash Sale",1680,3e+05,19,"991","EUCLID",45068,"single family","991 EUCLID"
"Cash Sale",2751,28500,61,"3538","Oakman",45069,"single family","3538 Oakman"
"Cash Sale",1000,32500,23,"8285","GREENVIEW",45069,"single family","8285 GREENVIEW"
"Cash Sale",778,35000,7,"18714","SUNDERLAND",45069,"single family","18714 SUNDERLAND"
"Cash Sale",879,35000,69,"9694","OTSEGO",45069,"single family","9694 OTSEGO"
"Cash Sale",1100,37000,67,"19436","STOTTER",45069,"single family","19436 STOTTER"
"Cash Sale",591,37500,156,"18084","JUSTINE",45069,"single family","18084 JUSTINE"
"Cash Sale",728,44500,96,"18251","RUTHERFORD",45069,"single family","18251 RUTHERFORD"
"CONV Sale",926,49900,19,"18910","SAINT MARYS",45069,"single family","18910 SAINT MARYS"
"Cash Sale",1186,53000,6,"15867","MANSFIELD",45069,"single family","15867 MANSFIELD"
"Cash Sale",1091,59000,14,"20413","GRANDVIEW",45069,"single family","20413 GRANDVIEW"
"CONV Sale",720,76000,4,"16514","WOODBINE",45069,"single family","16514 WOODBINE"
"FHA Sale",1008,82000,14,"16281","STATE FAIR",45069,"single family","16281 STATE FAIR"
"Cash Sale",1804,90000,158,"19961","FORRER",45069,"single family","19961 FORRER"
"CONV Sale",1611,96000,6,"12636","WILSHIRE",45069,"single family","12636 WILSHIRE"
"FHA Sale",1150,110000,29,"17303","MANSFIELD",45069,"single family","17303 MANSFIELD"
"Cash Sale",1238,120000,14,"5580","COURVILLE",45069,"single family","5580 COURVILLE"
"CONV Sale",1092,125000,6,"8035","CHATHAM",45069,"single family","8035 CHATHAM"
"FHA Sale",1190,125000,13,"4422","LAKEPOINTE",45069,"single family","4422 LAKEPOINTE"
"Cash Sale",899,19000,5,"18188","CARDONI",45070,"single family","18188 CARDONI"
"Cash Sale",1000,23800,12,"18936","GREELEY",45070,"single family","18936 GREELEY"
"Cash Sale",833,25000,250,"19782","ASBURY",45070,"single family","19782 ASBURY"
"Cash Sale",898,27000,69,"4869","COOPER",45070,"single family","4869 COOPER"
"Cash Sale",1276,29000,35,"19245","HOYT",45070,"single family","19245 HOYT"
"Cash Sale",1406,35000,63,"5424","MCCLELLAN",45070,"single family","5424 MCCLELLAN"
"FHA Sale",714,45000,48,"19990","EXETER",45070,"single family","19990 EXETER"
"Cash Sale",1124,49000,17,"20217","FAIRPORT",45070,"single family","20217 FAIRPORT"
"Cash Sale",1398,55000,117,"17300","Griggs",45070,"single family","17300 Griggs"
"Cash Sale",880,62000,98,"18278","MANOR",45070,"single family","18278 MANOR"
"Cash Sale",941,66000,3,"18430","ASHTON",45070,"single family","18430 ASHTON"
"FHA Sale",1250,95000,39,"15069","HARTWELL",45070,"single family","15069 HARTWELL"
"VA Sale",2132,282000,43,"1915","GLYNN",45070,"single family","1915 GLYNN"
"Cash Sale",1464,50000,12,"16816","INVERNESS",45071,"single family","16816 INVERNESS"
"Cash Sale",1320,52250,4,"15501","BRINGARD",45071,"single family","15501 BRINGARD"
"Cash Sale",870,57000,7,"10015","MARLOWE",45071,"single family","10015 MARLOWE"
"CONV Sale",1200,60000,0,"7738","SMART",45071,"single family","7738 SMART"
"Cash Sale",1400,72000,20,"15323","EVERGREEN",45071,"single family","15323 EVERGREEN"
"FHA Sale",912,75000,14,"15865","WINTHROP",45071,"single family","15865 WINTHROP"
"CONV Sale",1606,77500,37,"13944","MANSFIELD",45071,"single family","13944 MANSFIELD"
"CONV Sale",949,78000,9,"16509","SAINT MARYS",45071,"single family","16509 SAINT MARYS"
"CONV Sale",798,80000,20,"12014","HARTWELL",45071,"single family","12014 HARTWELL"
"CONV Sale",1296,85000,18,"13522","GLASTONBURY",45071,"single family","13522 GLASTONBURY"
"FHA Sale",1263,96000,20,"6533","ARTESIAN",45071,"single family","6533 ARTESIAN"
"Cash Sale",1403,109000,5,"447","ASHLAND",45071,"single family","447 ASHLAND"
"CONV Sale",908,117000,3,"19320","RIVERVIEW",45071,"single family","19320 RIVERVIEW"
"FHA Sale",1314,119999,108,"15763","BILTMORE",45071,"single family","15763 BILTMORE"
"FHA Sale",1400,125000,24,"11592","ROXBURY",45071,"single family","11592 ROXBURY"
"CONV Sale",1090,128000,4,"12886","MEMORIAL",45071,"single family","12886 MEMORIAL"
"CONV Sale",1790,190000,4,"18293","SORRENTO",45071,"single family","18293 SORRENTO"
"CONV Sale",1655,215000,3,"19367","Santa Rosa",45071,"single family","19367 Santa Rosa"
"CONV Sale",2119,220000,77,"9550","OUTER",45071,"single family","9550 OUTER"
"Cash Sale",1196,35000,7,"11409","WAYBURN",45072,"single family","11409 WAYBURN"
"Cash Sale",892,38100,23,"19970","KEYSTONE",45072,"single family","19970 KEYSTONE"
"Cash Sale",915,39000,51,"15334","CHAPEL",45072,"single family","15334 CHAPEL"
"Cash Sale",955,45000,93,"21505","BENNETT",45072,"single family","21505 BENNETT"
"Cash Sale",1183,48500,24,"11285","COURVILLE",45072,"single family","11285 COURVILLE"
"Cash Sale",1702,50000,1,"2147","Hale",45072,"single family","2147 Hale"
"Cash Sale",840,55501,4,"20020","CHAREST",45072,"single family","20020 CHAREST"
"Cash Sale",872,57000,6,"16035","STATE FAIR",45072,"single family","16035 STATE FAIR"
"Cash Sale",1369,57000,14,"16138","GREENLAWN",45072,"single family","16138 GREENLAWN"
"Cash Sale",784,57500,16,"16752","ASBURY PARK",45072,"single family","16752 ASBURY PARK"
"Contract",1536,59900,5,"19410","REVERE",45072,"single family","19410 REVERE"
"FHA Sale",1403,65500,51,"15242","E State Fair St",45072,"single family","15242 E State Fair St"
"FHA Sale",1058,72000,11,"20060","BILTMORE",45072,"single family","20060 BILTMORE"
"CONV Sale",1496,73100,83,"15871","WISCONSIN",45072,"single family","15871 WISCONSIN"
"Cash Sale",1366,75000,40,"2927","SEYBURN",45072,"single family","2927 SEYBURN"
"FHA Sale",1472,78000,0,"6108","HARTFORD",45072,"single family","6108 HARTFORD"
"Cash Sale",1056,85000,3,"8060","CHEYENNE",45072,"single family","8060 CHEYENNE"
"Cash Sale",1620,120000,7,"13492","BUFFALO",45072,"single family","13492 BUFFALO"
"CONV Sale",1488,129000,5,"16134","Trinity",45072,"single family","16134 Trinity"
"CONV Sale",1200,143000,12,"12834","GRAYFIELD",45072,"single family","12834 GRAYFIELD"
"Cash Sale",1397,150000,27,"1124","Hibbard",45072,"single family","1124 Hibbard"
"CONV Sale",1445,185000,7,"19999","KENTUCKY",45072,"single family","19999 KENTUCKY"
